Web Dev
1,139,"interactive visualization energy resources, including data good multiple different categories.",-1,-1
1,148,Personal Secretary,-1,-1
1,121,want build app would allow people simulate simple circuits solve circuit problems,-1,-1
1,41,"project idea Recipe Finder. idea people, particularly students, could input ingredients homes refrigerators, possibly appliances disposal, based data various online resources cookbooks, website could return recipe fits ingredients appliances person inputted. could also return similarity score (eg: recipe 80% match ingredients). potentially thinking adding nutrition facts well, recipes returned could address daily nutritional needs.",-1,-1
1,261,machine learning algorithm translate texts book,-1,-1
1,45,"Simple Portfolio Tracker Analyzer allows users track analyze performance investment portfolio. Users able input investment holdings, including stock tickers, purchase prices, quantities. program provide various quantitative metrics visualizations help users assess portfolio's performance.",-1,2
2,152,"want create AI chatbot teaches people handle personal finances income wisely future prosperity. chatbot seeks provide personalized interactive learning experience making complex financial ideas understandable wider audience currently available, along making common books literature accessible users. Users explore various financial topics budgeting, saving, investing, debt management, retirement planning along conversations, asking questions, seeking advice platform. Ideally, chatbot could use user-provided data offer individualized recommendations advice based user's particular financial status future plans. Furthermore, includes interactive financial simulations allow users test specific financial scenarios get immediate feedback decisions.",-1,0
2,166,using data AI give solutions business owners problems,-1,0
2,383,"app calorie tracking anyone trying gain lose weight. app would essentially allow users reach fitness goals giving realistic plan build calorie goal based current health metrics, age, height, weight, more.",-1,0
2,179,"UIUC Spaces Mobile App users app tell users capacity spaces asking answering. users app ask questions certain users selected areas, user area tell crowded place.",-1,0
2,184,"typing practice website foreign keyboard. keyboard layout want use isㄅㄆㄇㄈ (known Zhuyin), used Taiwan.",-1,0
2,199,pathfinder indoor buildings,-1,0
3,200,program track people's spending habits,-1,0
3,224,Machine Learning project creates schedule user's future semesters UIUC based imports classes required wish take.,-1,0
3,236,"thinking making UIUC Community Resources Directory. user could input need help with, whether mental health, physical health, tuition, career help, tutoring, etc. website could return names centers, professors, staff could help, complete phone numbers synopsis resource is/provides.",-1,0
3,258,way connect long-distance friends sending cute drawings everyday.,-1,0
3,1,project idea make calendar task manager.,-1,0
3,268,Pomodorro timer users use pomodoro technique productive.,-1,0
4,272,Personal Finance Application UIUC students specifically.,-1,0
4,273,app allows students meet seniors/ people passed college see doing. get know major club's took college years additionally gain information fare well college,-1,0
4,280,web app integrates machine learning make nutritional plans users.,-1,0
4,283,"program focuses helping teachers manage classroom quiet time. consist kind natural landscape, small animals appearing quiet time continues. Loud noises ""scare"" animals away.",-1,0
4,285,Tech Support App,-1,0
4,287,"2. Biometric mood recognition Use biometric markers available apple watch, fitness trackers, heart rate trackers gauge users' moods mental health. model ideally trained readily available biometric data heart rate, blood pressure, breathing, useable apple watches fitness trackers gather biometric data.",-1,0
5,314,"""Where's mobility aid?"" - AI trained tool vision impaired people find mobility aid. Users take picture surroundings upload (big, colorful buttons app) answer questions (is cane/walker, color etc) app tell far away direction.",-1,0
5,348,"app take around wherever go, reach building monument curious historical significance historical event taken place tell you.",-1,0
5,352,app people rank best items menu restaurant post others want visit restaurant see.,-1,0
5,361,Using AI/ML create algorithms help people boost platforms different social media.,-1,0
5,366,program helps user pick plan life path.,-1,0
5,376,Self-Service Registration schedule generator tool picking classes based wide list user preferences.,-1,0
6,147,One idea create chatbots people engage AI bots make conversation. involves asking questions get information taking everyday things.,-1,0
6,262,"AI Personal Finance Manager App - project, would build personal finance app uses AI expense categorization, predictive financial insights, investment recommendations, payment reminders. would empower people developing/underdeveloped countries manage finances efficiently make informed financial decisions.",-1,0
6,175,Using AI optimise traffic flow cities,-1,0
6,137,"mobile app help college students manage health well-being. would combine step tracking, nutritional guidance, personalized health insights one convenient platform.",-1,0
6,3,"want build algorithm pairs individuals based compatibility terms personality political views well would get along. work partnering, school partnering, dating apps, etc.",-1,0
6,5,program detect mental health illnesses,-1,0
7,10,bike lending app,-1,0
7,23,"SignIFY' - Real-time Language Translation Sign Language. would like create system translate sign language gestures spoken language real time, making communication accessible deaf hard hearing.",-1,0
7,30,- CollegeConnect - App pairs high school students college students via messaging ask questions might,-1,0
7,42,app website pulls police records (which pretty sure public domain) track criminal activity (like assaults muggings) based location time. goal would able display information general time periods activities occur specific areas locations. Maybe could way people report incidents website/app well.,-1,0
7,46,"NutriChef: Create recipe recommendation system suggests dishes based users' dietary preferences nutritional constraints. Users input dietary restrictions (e.g., vegetarian, gluten-free) nutritional goals (e.g., low-carb, high-protein). system recommend recipes align constraints ensuring balanced nutritious diet.",-1,0
7,53,Qvision - App displays number people standing line dining hall campus. data provided cameras using Computer Vision.,-1,0
8,61,"mobile app similar google maps, gives map every bathroom/water fountain campus.",-1,0
8,64,Personal Radio (Website/App),-1,0
8,138,"productivity website keeps track goals habits, holding accountable actions.",-1,0
8,80,Classical Music Recommender app recommends classical music pieces users based pieces liked past.,-1,0
8,83,"mobile APP keeping pet, including domesticate knowledge, share everyone’s idea keeping pets. APP name yet.",-1,0
8,89,Personal Stylist: Program help users create outfits based already style have. Personal Shopper: program help users figure pieces need buy certain style. Also find stores sell items.,-1,0
9,79,app would help students make friends travelling safe figuring campus.,-1,0
9,386,"Weightlifting/Calisthenics Skill Tree app. Would transform one's fitness journey feel like game. Similar gain experience (XP) games level certain stats character, app would utilize progressive overload level stats push/pull/legs (or maybe even specific muscle groups).",-1,0
9,134,"Google Chrome extension/web app builds student learning community courses, students help course-specific questions.",-1,0
9,130,"project would design interactive website Project4Less, food-recovery RSO aims reduce food waste campus addressing food insecurity Urbana-Champaign community.",-1,0
9,109,idea project suggest new music user based existing spotify history.,-1,0
9,92,"1. Parent-Child Chores App app would two interfaces, one parent one child. parent interface would allow parents set chores deadlines incentives, including limited screen time, money, toys, etc. child would able verify completion tasks submitting image proof completed task, parent could approve completion release reward app.",-1,0
10,98,"Project Name: HealthGPT (not final) General Description: end goal project would create LLM trained available data illnesses, respective symptoms, possible home treatments specific illness. imagine work: user open app like chatGPT, LLM prompt user input symptoms, ask necessary questions come possible illness proper treatment.",-1,0
10,90,Location Based Reminders App,-1,0
10,103,"first project idea app website students upload real-time photos reviews dining hall food restaurant within dining hall. Illinois App features menus dining hall, instances app incorrect food advertised.",-1,0
11,362,mapping 'game',-1,1
11,104,anime-based bullet hell dungeon crawler game mobile devices.,-1,1
11,335,"mobile flashcard app meant make experience studying fun using similar function game ""Heads Up"".",-1,1
11,86,"2D-RPG game project elements puzzles, exploration, progression set beyond world, numb despairing character explores everything around starts gain feelings",-1,1
11,194,Creating game,-1,1
11,269,Competitive line-graphing game,-1,1
12,203,"video game building realm world that's similar Minecraft. would focused character, taking building blocks navigating world placed into.",-1,1
12,223,"Multiplication Tables Game App Website. app website displays simple multiplication problem (i.e. 12 x 12, 4 x 6, etc.) user answer many certain time span (like 1 minute). Could expanded cover division math problems time",-1,1
12,259,companion piece software hex based TTRPG,-1,1
12,300,2D Tile rouge-like game w/ space-station theme,-1,1
13,180,Python program helps predict stock price trends certain degree machine learning.,-1,2
13,70,TweetStreet project aims analyze Twitter data assess market sentiment potential impact stock prices. involves collecting analyzing tweets related financial markets provide insights sentiment trends correlation stock price movements.,-1,2
13,347,Stock market analysts even people enjoy trading side hobby could use tool goes popular relevant news websites gather information stocks user owns watchlist help users make informed decisions trade stock market. project web scraper compiles sorts information internet find unbiased accurate data users learn without read large amounts literature.,-1,2
13,210,Create fake news detection system. able look news article see credible source not.,-1,2
13,164,"Stock Market Analysis / Predictor: app able analyze stock values companies past predict price future; user select company interested investing into, app predict future trends company's stock.",-1,2
13,375,Python program helps predict stock price trends certain degree machine learning.,-1,2

ML
1,216,"""Workout Buddy"" - program takes pictures muscles body (such abs, biceps) develops custom workout plan user's fitness goals manually input. User keep track goals auto-generated calendar meet goals lays you, generates motivational message. time allows would add feature app analyzes exercise provides feedback (to fix form, posture, etc.)",-1,0
1,380,automatic music import algorithm,-1,0
1,225,"BetterSchedule App website allows students input classes, need get done terms school outside school, time constraints, app creates schedule based priority events (that user decides)",-1,0
1,226,health tracker application coordinated dining hall menu (so meant specifically freshman) students track meals workouts.,-1,0
1,234,Roommate finding application,-1,0
1,242,"project would scheduling app high school. Right now, high school uses app called Saturn, recently Saturn raised privacy bullying concerns. make app specifically school(with mascot school pride slogans, similar Illinois App), maybe principal would consider it. not, could simply remove high school aspect make scheduling app anything. Although many scheduling apps there, would get good practice could also add features would otherwise pay want one app store.",-1,0
2,243,app scans users clothes creates outfits based clothes scanned,-1,0
2,245,data visualization machine learning project bioinformatics and/or computational biology 1) Human Disease Genetic Basis Identification (could app!) 2) Cancer tumor identification classification medical images,-1,0
2,251,chrome extension connects students question course another student taken course before/is confident material.,-1,0
2,253,"Music recommendation tool recommends music listeners time period released would play radio together, based sounds music, content lyrics, etc.",-1,0
2,264,Using ML algorithms modern framework like Pytorch Tenserflow classification Twitter posts getting sentiment forum posts company website. would,-1,0
2,265,"VARGuard project aims implement risk management system, specifically focusing calculating analyzing Value Risk (VaR) portfolio assets. involves mathematical modeling optimization estimate potential loss value portfolio specific time horizon given confidence level.",-1,0
3,270,"Self-flying Plane Simulation user choose starting point ending point map, given coordinates, trained neural network fly 3d space coordinates. project require neural networks genetic algorithms.",-1,0
3,288,Trading App,-1,0
3,290,"""PricePredict"" Python program which, given numerous economic/supply statistics (i.e. Consumer Price Index, Agricultural Output, Labor, etc.) specifically predict average price various consumer goods, i.e. food (specific fruits/vegetables), gasoline, electricity, etc., given short-run time period (1 month) and, less precision, longer time periods (up year).",-1,0
3,292,"""Daily Task"" app helps organize to-dos list. list certain day (can also include alarm-like reminders app IOS) one thing finished, moves day check work done see day —> week —> month see tasks done IOS app compatible phones, iPads, Macs.",-1,0
3,297,"AI-Powered Personal Finance Advisor software-based project designed assist individuals managing finances effectively. leverages artificial intelligence machine learning provide personalized financial guidance, budgeting recommendations, investment advice, financial goal tracking.",-1,0
3,298,"platform help student organize every commitment - applying jobs internships, joining rushing different clubs/rsos/greek life, even working skills like Leetcode, etc.",-1,0
4,378,project idea develop website app analyzes user's YouTube search history identify interests connects others share similar interests. platform aims provide users easy fun way meet people common interests based YouTube usage patterns.,-1,0
4,373,Life college student Simualtion college student recreation UIUC campus. cozy 2D open world game (stardew valley vibe?),-1,0
4,369,application designed optimize study methods like memory retention application spaced repetition techniques. would provide users structured learning schedule (like reminders) ensuring revisit reinforce previously learned material intervals working best user.,-1,0
4,364,"app would help budgeting analyzing weekly spending patterns. user would input weekly spending earnings app would track ""non essentials"" suggest ways save",-1,0
4,355,AI driven Mental health chat bot/generated ai thing like gideon flash mimick human Mental health extremely important aspect people. Many individuals struggle mental health issues may easy access professional help. AI-driven mental health chatbot valuable project combines computer science healthcare address issue.,-1,0
4,341,"project aim creating mobile app looking fashion recommendations, inspirations, shopping options based taste preferences. app takes inspiration BeReal allowing users upload outfits without specific time. app make shopping catalog user, catalog used help give clothing recommendations, avoid duplicate purchases build outfit user.",-1,0
5,212,"website tell user, based input, risk heart failure.",-1,0
5,340,"Mobile app allows students pick dining hall specific food ate every meal give rating, based that, suggest what/where eat given day using menu every dining hall using previous ratings make decision.",-1,0
5,327,engine dynamically create character dialogue using AI,-1,0
5,325,"project design ML application that, given national environmental survey data, would calculate popularity / probability passing certain climate policy, e.g., national carbon tax.",-1,0
5,320,project helps user develop recipe food want fit taste.,-1,0
5,315,health tracking APP,-1,0
6,307,"would want create website serves online journal. Everyday certain time, send notification college student user ask stress level ask user journal. Depending consistency stress level, website analyze cause stress (through journal) send user recommendations reduce it. example stress overload homework, journal may suggest yoga meditation. stress lack human interaction, journal may suggest clubs depending person's interests.",-1,0
6,301,"Book Recommendation Engine based Class Subject recommender system recommends books based class student either help supplement information class, used studying",-1,0
6,339,"program predict crime rates specific area. take things income, unemployment, population, return safe place crime rate.",-1,0
6,204,something ai,-1,0
6,390,Create program predicts NFL team preform season,-1,0
6,174,"aim first idea develop enhanced version commonly used iClicker, device checking attendance conducting quizzes multiple-choice questions. enhanced iClicker attempt use simpler programming provide seamless efficient experience students instructors.",-1,0
7,8,Skin Cancer Detection Program,-1,0
7,17,application students find different study groups locations map. could helpful students want work specific class together.,-1,0
7,18,"Transit Planner web application allows user plan organize weekly transportation classes periodic events incorporating bus system, schedule table, well alternatives biking walking.",-1,0
7,22,"project different activities inside mobile application tests common characteristics person intoxicated state. make sure tests consistent, player basically sit hold phone upright. score certain threshold, application flag you, app send text message friends family, share location immediately call ride back home.",-1,0
7,29,"music recommendation algorithm either take inputs user's favorite artists, songs, genres link streaming service Spotify Apple Music recommend new songs.",-1,0
7,43,would data science project people enjoyed certain courses and/or professors UIUC would recommended courses/ professors match interest future academic goals.,-1,0
8,44,"Free food calendar. Scrape discord servers websites various groups campus find theres free food, anywhere campus.",-1,0
8,59,use machine learning identify different sound different instruments piece music potentially change different instrument.,-1,0
8,60,outfit suggestion system. project provide suggestion clothing based temperature events day.,-1,0
